kingdom	phylum	class	order	family	genus	species	feature	metadata	value	name	coef	null_hypothesis	stderr	pval_individual	qval_individual	pval_joint	qval_joint	error	model	N	N_not_zero
k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Clostridiaceae	g__GGB28956	s__GGB28956_SGB41665	t__SGB41665	genotype	Thy1-ASO	genotypeThy1-ASO	NA	0	NA	NA	NA	0.2907017843838915	0.7508222420643333	All logistic values are the same	logistic	48	48
k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Clostridiaceae	g__GGB28956	s__GGB28956_SGB41665	t__SGB41665	treatment	benCom	treatmentbenCom	NA	0	NA	NA	NA	0.4008983513496154	0.8166790142114024	All logistic values are the same	logistic	48	48
k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Clostridiaceae	g__GGB28956	s__GGB28956_SGB41665	t__SGB41665	treatment	F. prausnitzii	treatmentF. prausnitzii	NA	0	NA	NA	NA	7.386689847276307e-4	0.15103742564694322	All logistic values are the same	logistic	48	48
k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Clostridiaceae	g__GGB28967	s__GGB28967_SGB41678	t__SGB41678	cohort	Fp7	cohortFp7	NA	0	NA	NA	NA	0.37827859880329306	0.7967607201847139	All logistic values are the same	logistic	48	48
k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Clostridiaceae	g__GGB28967	s__GGB28967_SGB41678	t__SGB41678	genotype	Thy1-ASO	genotypeThy1-ASO	NA	0	NA	NA	NA	0.08996593589320323	0.6168154060951937	All logistic values are the same	logistic	48	48
k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Clostridiaceae	g__GGB28967	s__GGB28967_SGB41678	t__SGB41678	treatment	benCom	treatmentbenCom	NA	0	NA	NA	NA	0.02129756366114499	0.5231401552822094	All logistic values are the same	logistic	48	48
k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Clostridiaceae	g__GGB28967	s__GGB28967_SGB41678	t__SGB41678	treatment	F. prausnitzii	treatmentF. prausnitzii	NA	0	NA	NA	NA	0.008908602821980471	0.38841508303834854	All logistic values are the same	logistic	48	48
k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Lachnospiraceae_unclassified	s__Lachnospiraceae_bacterium	t__SGB41672	cohort	Fp7	cohortFp7	NA	0	NA	NA	NA	0.5317433224137913	0.8454340079586293	All logistic values are the same	logistic	48	48
k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Lachnospiraceae_unclassified	s__Lachnospiraceae_bacterium	t__SGB41672	genotype	Thy1-ASO	genotypeThy1-ASO	NA	0	NA	NA	NA	0.8961703575813658	0.9853196053383795	All logistic values are the same	logistic	48	48
k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Lachnospiraceae_unclassified	s__Lachnospiraceae_bacterium	t__SGB41672	treatment	benCom	treatmentbenCom	NA	0	NA	NA	NA	0.627472991800188	0.8952415510972492	All logistic values are the same	logistic	48	48
k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Lachnospiraceae_unclassified	s__Lachnospiraceae_bacterium	t__SGB41672	treatment	F. prausnitzii	treatmentF. prausnitzii	NA	0	NA	NA	NA	0.8233011266418786	0.9585027802826677	All logistic values are the same	logistic	48	48
k__Bacteria	p__Bacteria_unclassified	c__Bacteria_unclassified	o__Bacteria_unclassified	f__Bacteria_unclassified	g__Bacteria_unclassified	s__Bacteria_unclassified_SGB41729	t__SGB41729	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria	p__Firmicutes	c__CFGB8118	o__OFGB8118	f__FGB8118	g__GGB29006	s__GGB29006_SGB41725	t__SGB41725	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
